shift_id,nurse_id,date,unit,shift_type,hours,patients,acuity,admissions,discharges,overtime,call_in,feedback_id,reported_stress,reported_fatigue,burnout_freq,emotionally_drained,used_up,workload_change,intent_to_leave,satisfaction,comments,supervisor_id,performance_score,reliability,teamwork,clinical_decision,remarks
SN0130-34807,N0130,2025-12-14,Peds,Night,10,4,10,0,1,False,False,F3254,Medium,Moderate,Every day,False,False,More,False,1,,SUP1,4,Excellent,High,Outstanding,
SN0029-33319,N0029,2025-11-29,ICU,Day,12,8,9,4,1,False,False,F3863,Medium,Moderate,Every day,True,False,More,False,4,,SUP9,4,Excellent,High,Appropriate,
SN0060-32307,N0060,2025-11-19,Surgery,Night,12,4,4,0,0,False,False,F1287,High,Moderate,Every day,False,False,More,False,2,,SUP9,3,Below avg,Moderate,Needs improvement,
SN0092-36119,N0092,2025-12-27,ED,Day,8,3,8,7,0,False,False,F4238,Medium,Moderate,Every day,False,False,More,False,5,,SUP9,4,Excellent,Moderate,Outstanding,
SN0115-00319,N0115,2026-01-03,ICU,Night,12,6,7,0,1,False,False,F5222,High,None,Weekly,False,False,More,True,5,,SUP1,5,Average,Moderate,Outstanding,
SN0041-34807,N0041,2025-12-14,ED,Day,12,2,9,0,0,True,False,F5097,Medium,None,Every day,False,False,More,True,3,,SUP7,4,Good,Moderate,Appropriate,
SN0033-34907,N0033,2025-12-15,ICU,Day,12,2,6,0,2,False,False,F2916,Low,Severe,Weekly,True,True,More,True,1,,SUP1,4,Good,High,Appropriate,
SN0117-00307,N0117,2026-01-03,Medical,Day,12,3,5,0,0,False,False,F3366,High,Severe,Monthly,True,False,More,True,4,,SUP10,2,Below avg,High,Appropriate,
SN0067-35919,N0067,2025-12-25,Medical,Night,12,7,8,1,0,False,False,F2700,High,Moderate,Every day,False,False,More,False,3,,SUP5,2,Excellent,Moderate,Appropriate,
SN0049-32219,N0049,2025-11-18,ICU,Day,12,5,8,1,0,False,False,F3976,Low,Moderate,Never,False,True,More,False,4,,SUP2,5,Good,Moderate,Appropriate,
SN0131-35407,N0131,2025-12-20,Medical,Night,12,6,4,1,0,False,False,F4448,Low,Moderate,Never,True,False,No change,False,2,,SUP8,2,Good,High,Appropriate,
SN0073-35519,N0073,2025-12-21,Surgery,Day,12,7,6,2,1,False,False,F156,High,None,Monthly,True,True,More,False,3,,SUP6,4,Good,High,Outstanding,
SN0144-31607,N0144,2025-11-12,Surgery,Day,12,4,5,0,0,False,False,F3101,High,Moderate,Monthly,False,False,More,True,5,,SUP1,2,Excellent,High,Appropriate,
SN0047-30007,N0047,2025-10-27,Medical,Night,10,3,10,1,2,False,False,F1073,Low,Moderate,Never,False,True,No change,True,4,,SUP3,4,Excellent,Moderate,Outstanding,
SN0093-33507,N0093,2025-12-01,ICU,Day,12,6,2,2,0,False,True,F3740,Low,Moderate,Weekly,False,False,Less,False,5,,SUP12,4,Excellent,Low,Appropriate,
SN0119-29819,N0119,2025-10-25,ICU,Evening,8,5,1,1,2,False,False,F1137,Medium,Severe,Monthly,False,False,No change,False,5,,SUP5,5,Average,Moderate,Appropriate,
SN0089-35619,N0089,2025-12-22,Surgery,Evening,12,6,3,0,1,False,False,F4883,High,None,Every day,False,False,No change,True,5,,SUP2,4,Good,Moderate,Appropriate,
SN0078-28407,N0078,2025-10-11,Peds,Day,12,2,4,1,1,False,False,F4490,Low,None,Weekly,False,True,More,False,5,,SUP4,2,Average,High,Appropriate,
SN0011-35907,N0011,2025-12-25,Peds,Evening,8,4,10,0,2,False,False,F812,Medium,Moderate,Every day,False,False,More,False,2,,SUP1,5,Average,High,Needs improvement,
SN0017-35119,N0017,2025-12-17,ED,Day,8,2,5,1,2,False,False,F4290,High,None,Every day,False,False,Less,False,2,,SUP1,4,Excellent,High,Appropriate,
SN0075-32807,N0075,2025-11-24,ICU,Night,12,3,1,0,0,False,False,F3490,Low,None,Weekly,True,False,More,False,3,,SUP8,4,Good,High,Outstanding,
SN0060-31707,N0060,2025-11-13,Peds,Day,12,8,3,0,3,False,False,F5280,Low,Moderate,Every day,False,False,Less,False,4,,SUP9,5,Excellent,Moderate,Appropriate,
SN0016-29507,N0016,2025-10-22,Surgery,Night,12,8,1,1,0,False,False,F4400,Low,Moderate,Monthly,False,False,More,False,3,,SUP11,5,Good,High,Appropriate,
SN0063-32219,N0063,2025-11-18,Surgery,Day,8,6,10,1,0,False,False,F876,Low,None,Never,False,False,More,True,2,,SUP9,3,Below avg,High,Outstanding,
SN0035-31607,N0035,2025-11-12,ED,Night,12,5,6,0,2,False,False,F1070,High,Moderate,Never,False,False,More,False,3,,SUP7,4,Below avg,Moderate,Appropriate,
SN0040-34319,N0040,2025-12-09,ICU,Night,12,5,10,3,1,False,False,F1100,Medium,None,Never,False,True,Less,False,5,,SUP8,5,Good,High,Appropriate,
SN0004-30119,N0004,2025-10-28,ED,Night,12,5,1,0,1,False,False,F4712,High,Moderate,Every day,False,False,No change,False,4,,SUP11,4,Excellent,Moderate,Outstanding,
SN0049-00507,N0049,2026-01-05,Surgery,Night,8,5,4,2,0,False,False,F366,Low,Moderate,Monthly,False,False,More,False,3,,SUP6,4,Excellent,High,Appropriate,
SN0116-00319,N0116,2026-01-03,Surgery,Day,12,3,1,0,1,False,False,F2251,Low,Severe,Monthly,False,False,No change,False,4,,SUP9,2,Good,High,Appropriate,
SN0087-35307,N0087,2025-12-19,Surgery,Evening,12,2,5,1,1,False,False,F1313,Low,Severe,Monthly,False,True,More,True,4,,SUP12,2,Excellent,High,Appropriate,
SN0149-29319,N0149,2025-10-20,Peds,Day,12,4,5,1,2,False,False,F4279,Medium,None,Monthly,False,False,More,False,2,,SUP8,4,Average,High,Appropriate,
SN0029-33807,N0029,2025-12-04,ED,Night,12,3,2,1,0,True,False,F407,Medium,None,Weekly,False,False,More,True,1,,SUP6,4,Average,High,Appropriate,
SN0083-28507,N0083,2025-10-12,Surgery,Night,12,6,1,1,0,False,False,F374,Low,None,Every day,False,False,More,True,3,,SUP6,5,Below avg,High,Appropriate,
SN0003-33207,N0003,2025-11-28,Surgery,Night,12,3,8,1,0,False,False,F3456,Medium,None,Never,False,False,More,True,2,,SUP11,2,Good,Moderate,Needs improvement,
SN0070-29507,N0070,2025-10-22,ED,Night,12,6,8,3,4,False,False,F4885,Low,None,Weekly,False,False,More,False,2,,SUP9,3,Average,Moderate,Appropriate,
SN0040-33807,N0040,2025-12-04,Medical,Night,8,3,1,0,0,False,False,F4602,Medium,None,Monthly,False,False,No change,False,1,,SUP6,5,Good,High,Appropriate,
SN0105-36107,N0105,2025-12-27,ED,Day,10,6,6,0,2,False,False,F4384,High,Moderate,Every day,True,False,More,False,4,,SUP1,5,Average,High,Appropriate,
SN0039-31007,N0039,2025-11-06,Surgery,Day,8,8,10,2,1,False,False,F2172,Medium,Moderate,Every day,False,False,No change,False,5,,SUP10,2,Excellent,High,Appropriate,
SN0111-32719,N0111,2025-11-23,Peds,Night,12,7,6,2,1,False,False,F1581,Low,None,Monthly,False,False,More,True,1,,SUP6,2,Good,High,Appropriate,
SN0129-29007,N0129,2025-10-17,Medical,Day,8,6,10,0,0,False,False,F38,Medium,Moderate,Monthly,False,False,More,True,3,,SUP10,3,Excellent,High,Appropriate,
SN0083-30619,N0083,2025-11-02,Medical,Night,8,5,8,1,0,False,False,F416,Low,None,Monthly,False,False,More,True,3,,SUP2,5,Good,High,Appropriate,
SN0022-00619,N0022,2026-01-06,Medical,Night,12,8,5,0,0,False,True,F1163,Medium,Moderate,Every day,False,True,No change,True,3,,SUP5,3,Average,Moderate,Appropriate,
SN0105-28119,N0105,2025-10-08,Peds,Night,10,3,5,2,0,False,False,F4149,Low,None,Monthly,True,False,No change,False,2,,SUP6,5,Good,Moderate,Appropriate,
SN0084-30219,N0084,2025-10-29,Medical,Day,8,5,8,2,0,False,False,F4477,High,Moderate,Never,False,False,No change,False,1,,SUP1,2,Excellent,High,Outstanding,
SN0119-00219,N0119,2026-01-02,ED,Day,12,6,5,1,0,False,False,F329,Low,None,Monthly,False,False,No change,True,3,,SUP5,5,Good,High,Needs improvement,
SN0070-30919,N0070,2025-11-05,ED,Night,12,2,2,2,0,True,False,F5138,Medium,Severe,Never,False,False,More,True,5,,SUP10,2,Good,High,Appropriate,
SN0112-35507,N0112,2025-12-21,ICU,Night,8,8,9,1,1,False,False,F2097,Medium,None,Never,False,False,More,False,3,,SUP8,3,Excellent,Moderate,Appropriate,
SN0022-29907,N0022,2025-10-26,ICU,Night,10,5,1,3,0,False,False,F5217,Medium,Moderate,Every day,False,False,More,False,2,,SUP3,5,Excellent,Moderate,Appropriate,
SN0013-33019,N0013,2025-11-26,Surgery,Day,12,4,7,1,5,False,False,F2801,Low,Moderate,Every day,True,False,No change,False,1,,SUP4,4,Excellent,High,Needs improvement,
SN0090-29807,N0090,2025-10-25,Surgery,Evening,12,6,2,1,0,False,False,F3369,Low,Moderate,Never,False,True,More,False,5,,SUP7,5,Good,Moderate,Outstanding,
SN0017-34219,N0017,2025-12-08,Medical,Day,10,7,3,0,0,False,False,F900,Medium,None,Every day,False,False,More,True,5,,SUP7,2,Good,Moderate,Needs improvement,
SN0099-30919,N0099,2025-11-05,Peds,Day,12,5,6,3,0,False,False,F4302,Low,Moderate,Every day,False,False,More,False,1,,SUP10,3,Good,Low,Appropriate,
SN0030-00119,N0030,2026-01-01,Medical,Day,12,3,6,2,0,False,False,F969,Medium,Moderate,Every day,False,False,Less,False,3,,SUP5,2,Excellent,Moderate,Appropriate,
SN0090-31719,N0090,2025-11-13,Peds,Day,8,7,2,0,0,True,False,F2725,Low,Moderate,Never,True,True,More,False,2,,SUP11,2,Excellent,Moderate,Appropriate,
SN0127-33107,N0127,2025-11-27,ICU,Day,12,2,4,1,0,False,False,F2353,Low,Moderate,Weekly,False,False,More,False,1,,SUP7,5,Good,High,Appropriate,
SN0051-29707,N0051,2025-10-24,ED,Day,12,2,1,1,0,False,False,F1087,Medium,Severe,Every day,False,False,Less,False,4,,SUP3,2,Average,High,Appropriate,
SN0081-31107,N0081,2025-11-07,ICU,Evening,12,6,1,1,0,False,False,F439,High,None,Monthly,False,False,No change,True,3,,SUP8,4,Good,Moderate,Appropriate,
SN0042-00119,N0042,2026-01-01,ED,Evening,12,7,1,1,0,False,False,F3384,Medium,None,Every day,False,False,More,True,1,,SUP3,4,Excellent,High,Appropriate,
SN0133-29819,N0133,2025-10-25,Peds,Evening,12,6,1,0,0,False,False,F2659,Low,Moderate,Every day,False,True,No change,False,4,,SUP9,4,Excellent,Moderate,Appropriate,
SN0035-29719,N0035,2025-10-24,ED,Night,8,8,4,5,2,False,False,F4835,Low,Moderate,Every day,False,False,No change,True,4,,SUP7,4,Average,High,Appropriate,
SN0034-31719,N0034,2025-11-13,Peds,Night,8,7,3,2,0,True,False,F2492,Medium,Severe,Monthly,False,True,More,True,3,,SUP6,4,Excellent,High,Appropriate,
SN0092-32819,N0092,2025-11-24,Medical,Day,12,4,9,0,0,False,False,F1602,Medium,Moderate,Weekly,True,True,More,False,1,,SUP2,2,Average,Low,Appropriate,
SN0107-31307,N0107,2025-11-09,ED,Day,12,3,3,1,1,False,False,F1034,Low,Severe,Weekly,False,True,More,True,2,,SUP9,5,Below avg,High,Appropriate,
SN0003-32119,N0003,2025-11-17,Surgery,Night,12,4,3,0,2,False,False,F176,Medium,Moderate,Every day,True,False,No change,False,1,,SUP2,4,Good,Moderate,Appropriate,
SN0070-34319,N0070,2025-12-09,Medical,Day,12,4,4,0,1,False,False,F3420,High,None,Weekly,False,False,More,False,2,,SUP5,5,Excellent,Moderate,Appropriate,
SN0146-35907,N0146,2025-12-25,Surgery,Day,12,8,4,1,1,False,False,F482,Medium,Moderate,Every day,False,False,No change,False,4,,SUP12,3,Average,High,Outstanding,
SN0065-34819,N0065,2025-12-14,ED,Day,12,7,4,2,2,False,False,F1071,Medium,Moderate,Monthly,False,True,No change,True,4,,SUP3,4,Below avg,Moderate,Needs improvement,
SN0057-33319,N0057,2025-11-29,ED,Day,12,2,5,3,2,True,False,F897,High,None,Every day,False,False,No change,False,5,,SUP1,5,Excellent,High,Appropriate,
SN0021-29419,N0021,2025-10-21,ICU,Night,12,2,8,0,2,False,False,F3622,Medium,Moderate,Never,False,False,More,True,2,,SUP5,5,Good,Moderate,Appropriate,
SN0145-28307,N0145,2025-10-10,Medical,Day,8,7,4,4,1,False,False,F1725,High,None,Every day,False,False,More,False,5,,SUP4,4,Excellent,High,Appropriate,
SN0010-34619,N0010,2025-12-12,Surgery,Evening,12,3,8,2,1,True,False,F426,High,Moderate,Weekly,True,False,No change,False,1,,SUP11,5,Average,High,Appropriate,
SN0005-00107,N0005,2026-01-01,ICU,Day,12,2,7,0,1,False,False,F4498,High,Severe,Monthly,False,True,More,True,2,,SUP9,2,Below avg,High,Appropriate,
SN0010-33107,N0010,2025-11-27,Medical,Evening,10,8,1,3,2,False,False,F1784,Medium,Moderate,Weekly,False,False,No change,True,2,,SUP5,5,Average,Moderate,Appropriate,
SN0123-28619,N0123,2025-10-13,ED,Day,8,5,6,0,0,False,False,F5171,Medium,Severe,Every day,False,False,More,False,3,,SUP11,2,Average,Moderate,Needs improvement,
SN0130-33007,N0130,2025-11-26,Medical,Night,12,5,10,1,1,True,False,F165,Medium,Moderate,Never,False,True,More,False,5,,SUP6,4,Average,High,Outstanding,
SN0042-28419,N0042,2025-10-11,Peds,Day,8,8,10,1,0,False,False,F1350,High,None,Weekly,False,False,More,True,4,,SUP1,4,Excellent,Moderate,Appropriate,
SN0144-35307,N0144,2025-12-19,ED,Night,12,3,4,2,0,False,False,F2745,Low,None,Monthly,False,True,Less,True,2,,SUP11,3,Excellent,High,Outstanding,
SN0030-33707,N0030,2025-12-03,ICU,Night,12,7,7,0,0,False,False,F3001,Low,Moderate,Monthly,False,True,No change,True,2,,SUP12,2,Good,Moderate,Needs improvement,
SN0047-31307,N0047,2025-11-09,ED,Day,12,7,1,3,0,False,False,F1897,Medium,Moderate,Monthly,False,False,No change,True,1,,SUP5,4,Below avg,Moderate,Needs improvement,
SN0127-31707,N0127,2025-11-13,Peds,Night,10,5,3,2,0,False,False,F4326,Low,None,Monthly,True,False,More,False,1,,SUP7,2,Excellent,Moderate,Appropriate,
SN0079-35519,N0079,2025-12-21,Surgery,Night,12,2,7,1,2,False,False,F3411,Medium,None,Never,False,True,No change,False,2,,SUP3,4,Good,High,Appropriate,
SN0109-28119,N0109,2025-10-08,ED,Day,12,3,9,3,0,False,True,F5182,High,None,Monthly,True,True,No change,True,1,,SUP2,3,Excellent,High,Appropriate,
SN0028-30107,N0028,2025-10-28,Peds,Night,8,7,5,0,0,False,False,F653,Medium,Severe,Every day,False,False,More,False,1,,SUP8,5,Excellent,High,Outstanding,
SN0117-30607,N0117,2025-11-02,Medical,Night,12,2,4,0,0,False,False,F3405,Low,Moderate,Weekly,False,False,More,True,1,,SUP7,3,Excellent,High,Appropriate,
SN0018-33119,N0018,2025-11-27,ED,Night,8,2,2,1,2,False,False,F3435,Medium,Moderate,Monthly,False,False,More,False,5,,SUP5,2,Excellent,High,Appropriate,
SN0099-36419,N0099,2025-12-30,ED,Day,10,7,1,1,0,False,False,F5174,Medium,None,Monthly,False,False,More,False,3,,SUP11,3,Excellent,Low,Appropriate,
SN0007-33007,N0007,2025-11-26,Surgery,Day,8,2,8,1,0,False,False,F2418,Low,None,Weekly,True,False,More,False,4,,SUP4,4,Excellent,High,Appropriate,
SN0132-32707,N0132,2025-11-23,Medical,Day,12,4,8,1,0,False,False,F4557,Low,Moderate,Weekly,False,False,No change,False,5,,SUP5,5,Good,High,Appropriate,
SN0039-35107,N0039,2025-12-17,ICU,Day,12,6,4,2,1,False,False,F3460,Low,Moderate,Monthly,False,False,No change,False,4,,SUP10,2,Excellent,High,Appropriate,
SN0120-28719,N0120,2025-10-14,ED,Day,8,4,3,1,1,False,True,F3483,Low,None,Every day,False,False,More,True,5,,SUP4,3,Average,High,Appropriate,
SN0067-36219,N0067,2025-12-28,Peds,Night,12,6,10,3,2,False,False,F3482,Medium,Moderate,Weekly,False,False,More,True,5,,SUP10,5,Good,High,Appropriate,
SN0124-00107,N0124,2026-01-01,Medical,Day,10,3,6,1,0,False,False,F2673,High,None,Every day,True,False,No change,False,5,,SUP5,3,Excellent,Low,Appropriate,
SN0032-30319,N0032,2025-10-30,Surgery,Day,12,3,4,2,3,False,False,F2320,Low,Moderate,Weekly,False,False,No change,True,4,,SUP2,4,Excellent,Low,Appropriate,
SN0007-31507,N0007,2025-11-11,ICU,Day,12,4,10,1,2,False,False,F2527,Medium,Moderate,Every day,False,True,More,False,5,,SUP7,4,Good,High,Outstanding,
SN0034-35007,N0034,2025-12-16,Medical,Day,12,3,7,0,1,False,False,F2190,Medium,Moderate,Every day,False,False,More,False,5,,SUP12,3,Average,Moderate,Appropriate,
SN0136-30107,N0136,2025-10-28,Peds,Night,12,7,5,1,0,False,False,F5166,Medium,Moderate,Every day,False,False,More,False,1,,SUP7,5,Excellent,High,Appropriate,
SN0054-28619,N0054,2025-10-13,ED,Day,12,8,4,0,1,False,False,F1532,Medium,Moderate,Monthly,False,False,More,False,5,,SUP8,5,Good,High,Outstanding,
SN0084-33907,N0084,2025-12-05,ICU,Night,12,3,7,3,1,True,False,F89,Low,Moderate,Every day,True,True,More,False,4,,SUP5,2,Good,Moderate,Outstanding,
SN0066-33007,N0066,2025-11-26,Medical,Evening,12,2,5,1,1,False,False,F3093,Low,Severe,Monthly,True,False,No change,False,3,,SUP1,4,Good,High,Appropriate,
SN0103-00107,N0103,2026-01-01,ICU,Night,10,7,9,0,0,False,False,F1995,High,Moderate,Every day,False,False,No change,False,3,,SUP8,2,Average,High,Appropriate,
SN0133-31719,N0133,2025-11-13,Peds,Day,12,7,3,1,0,False,False,F2142,Medium,None,Every day,False,True,No change,False,4,,SUP9,2,Average,High,Appropriate,
SN0039-34219,N0039,2025-12-08,Medical,Day,12,6,1,2,0,True,False,F1852,Medium,Severe,Weekly,False,True,More,True,2,,SUP11,3,Average,Moderate,Appropriate,
SN0088-33307,N0088,2025-11-29,Medical,Day,12,3,1,1,1,False,False,F4387,Medium,Moderate,Never,False,False,More,True,3,,SUP9,4,Excellent,High,Appropriate,
SN0076-30019,N0076,2025-10-27,Surgery,Night,12,5,6,0,1,False,False,F2075,Medium,None,Weekly,False,False,More,False,3,,SUP11,4,Average,High,Appropriate,
SN0007-29707,N0007,2025-10-24,Peds,Night,10,4,9,0,0,False,False,F522,Medium,None,Weekly,False,False,More,True,3,,SUP12,5,Good,High,Outstanding,
SN0135-31707,N0135,2025-11-13,Medical,Day,12,4,4,1,0,False,False,F217,Low,Severe,Monthly,False,False,More,True,5,,SUP7,2,Average,High,Appropriate,
SN0005-36419,N0005,2025-12-30,Surgery,Day,10,7,10,0,0,False,False,F1162,Medium,None,Monthly,False,False,No change,False,2,,SUP10,5,Average,High,Appropriate,
SN0125-32707,N0125,2025-11-23,Peds,Day,12,7,3,0,0,False,False,F1020,High,None,Every day,False,False,More,False,4,,SUP9,3,Good,High,Appropriate,
SN0014-35907,N0014,2025-12-25,Medical,Night,12,3,8,0,3,False,False,F2558,Low,None,Every day,False,False,No change,False,1,,SUP12,3,Good,Moderate,Appropriate,
SN0080-32219,N0080,2025-11-18,Surgery,Day,12,4,5,0,4,False,False,F4622,Low,None,Weekly,False,False,No change,False,1,,SUP12,5,Excellent,Low,Appropriate,
SN0032-30007,N0032,2025-10-27,ICU,Evening,8,4,9,3,0,False,False,F1547,Low,Severe,Every day,False,False,More,False,2,,SUP6,5,Excellent,High,Appropriate,
SN0136-32107,N0136,2025-11-17,Surgery,Day,12,7,10,0,1,False,False,F1211,Medium,None,Monthly,False,False,Less,False,4,,SUP9,4,Excellent,High,Appropriate,
SN0045-00519,N0045,2026-01-05,ED,Night,12,5,5,3,0,False,False,F2775,High,Moderate,Monthly,False,False,No change,True,2,,SUP6,3,Excellent,Moderate,Needs improvement,
SN0099-29807,N0099,2025-10-25,ED,Night,12,3,2,1,1,False,False,F345,Medium,Moderate,Never,False,False,More,False,2,,SUP8,2,Good,Low,Appropriate,
SN0105-30619,N0105,2025-11-02,Peds,Night,8,2,5,2,0,False,False,F2092,Medium,Moderate,Weekly,False,False,More,False,2,,SUP5,2,Good,Moderate,Appropriate,
SN0005-29007,N0005,2025-10-17,ED,Day,12,7,8,0,0,False,True,F397,Low,Moderate,Never,False,False,No change,False,2,,SUP10,3,Average,High,Outstanding,
SN0014-28807,N0014,2025-10-15,Medical,Night,12,6,1,1,3,False,False,F1075,Medium,None,Weekly,False,False,Less,False,4,,SUP2,4,Excellent,High,Appropriate,
SN0034-32219,N0034,2025-11-18,ED,Day,12,4,3,3,0,False,False,F3461,Medium,Moderate,Monthly,False,False,More,False,3,,SUP2,3,Average,High,Appropriate,
SN0114-00607,N0114,2026-01-06,Peds,Day,12,2,6,0,0,False,False,F4764,High,None,Every day,False,False,No change,True,1,,SUP1,5,Good,High,Appropriate,
SN0141-32707,N0141,2025-11-23,ED,Evening,8,3,2,0,0,False,False,F4797,Medium,Moderate,Weekly,False,True,No change,False,1,,SUP7,3,Good,High,Appropriate,
SN0005-32407,N0005,2025-11-20,ICU,Day,12,5,10,2,1,False,False,F1126,Low,Moderate,Monthly,False,False,More,False,3,,SUP11,2,Good,High,Needs improvement,
SN0100-34919,N0100,2025-12-15,Medical,Day,12,5,5,2,0,True,False,F1119,High,None,Never,False,True,More,True,1,,SUP7,4,Excellent,Moderate,Appropriate,
SN0044-31607,N0044,2025-11-12,Peds,Night,12,7,3,1,0,False,False,F1958,High,Moderate,Never,False,False,Less,False,4,,SUP8,4,Average,High,Needs improvement,
SN0094-32607,N0094,2025-11-22,ICU,Night,10,3,10,0,1,False,False,F405,Low,None,Every day,False,False,More,True,3,,SUP11,2,Average,High,Appropriate,
SN0139-00307,N0139,2026-01-03,Peds,Day,12,7,10,0,1,False,False,F2252,Medium,Moderate,Monthly,False,False,No change,False,5,,SUP3,2,Average,High,Appropriate,
SN0107-34207,N0107,2025-12-08,Peds,Night,8,7,3,0,2,False,False,F83,High,Moderate,Every day,False,True,No change,False,5,,SUP7,3,Good,High,Appropriate,
SN0073-00507,N0073,2026-01-05,Peds,Day,12,6,8,1,0,False,False,F1573,Low,None,Monthly,True,False,More,True,5,,SUP5,2,Good,Moderate,Outstanding,
SN0009-34819,N0009,2025-12-14,ICU,Day,12,3,3,2,0,False,False,F706,Low,None,Never,True,True,More,False,1,,SUP2,3,Good,Moderate,Appropriate,
SN0058-29219,N0058,2025-10-19,Peds,Evening,12,3,5,1,1,False,False,F4266,Medium,Moderate,Weekly,False,False,More,True,4,,SUP9,5,Good,Moderate,Appropriate,
SN0061-34819,N0061,2025-12-14,ICU,Night,12,6,4,0,0,False,False,F1111,Medium,Moderate,Weekly,True,False,No change,False,4,,SUP8,5,Good,Moderate,Appropriate,
SN0127-31219,N0127,2025-11-08,Surgery,Day,12,5,3,2,0,False,False,F3083,Medium,None,Never,False,True,More,False,2,,SUP10,2,Average,High,Appropriate,
SN0070-29219,N0070,2025-10-19,Peds,Day,12,5,8,1,0,False,False,F3512,Low,Moderate,Weekly,False,False,No change,False,1,,SUP4,4,Good,Moderate,Appropriate,
SN0026-33519,N0026,2025-12-01,ED,Night,12,8,2,0,2,False,False,F530,Medium,Moderate,Never,True,False,More,False,3,,SUP11,2,Average,Moderate,Needs improvement,
SN0098-35807,N0098,2025-12-24,ICU,Night,12,8,1,0,0,False,False,F3204,Low,Moderate,Every day,True,False,No change,False,3,,SUP10,2,Average,Moderate,Appropriate,
SN0102-30719,N0102,2025-11-03,ICU,Night,8,4,8,1,0,True,False,F4221,High,None,Never,True,False,More,False,1,,SUP8,2,Good,High,Outstanding,
SN0137-29907,N0137,2025-10-26,ICU,Night,12,7,4,0,3,False,False,F2759,Low,Moderate,Weekly,False,False,Less,False,2,,SUP9,2,Average,Moderate,Appropriate,
SN0021-32207,N0021,2025-11-18,ED,Night,12,3,1,2,3,False,False,F2697,Low,Moderate,Every day,False,False,No change,True,5,,SUP10,4,Excellent,Moderate,Appropriate,
SN0149-32307,N0149,2025-11-19,ICU,Night,12,2,1,0,0,True,False,F2918,Low,Moderate,Every day,False,False,More,False,4,,SUP6,2,Average,High,Appropriate,
SN0049-28107,N0049,2025-10-08,Medical,Night,12,2,9,2,1,False,False,F817,Medium,Moderate,Weekly,True,True,More,True,1,,SUP4,5,Good,Moderate,Appropriate,
SN0110-35219,N0110,2025-12-18,ED,Day,12,4,5,1,1,False,False,F5126,Low,Moderate,Never,False,False,More,False,4,,SUP8,4,Good,Moderate,Appropriate,
SN0026-28907,N0026,2025-10-16,Peds,Night,12,2,4,2,0,False,False,F3186,Medium,None,Monthly,False,True,Less,False,1,,SUP8,3,Good,High,Appropriate,
SN0068-33107,N0068,2025-11-27,Peds,Day,12,6,3,0,2,False,False,F899,Medium,Moderate,Never,False,False,No change,False,2,,SUP1,4,Good,High,Needs improvement,
SN0073-33007,N0073,2025-11-26,Peds,Night,10,8,7,2,1,False,False,F2036,High,Moderate,Weekly,False,False,More,False,1,,SUP2,2,Average,High,Needs improvement,
SN0130-32907,N0130,2025-11-25,Peds,Night,12,8,2,2,0,False,False,F3835,Medium,None,Weekly,False,False,Less,False,4,,SUP3,3,Good,Moderate,Needs improvement,
SN0021-29619,N0021,2025-10-23,Surgery,Day,10,5,6,1,0,True,False,F3963,Low,Moderate,Every day,True,False,Less,True,5,,SUP5,2,Average,High,Appropriate,
SN0004-29407,N0004,2025-10-21,ICU,Night,12,3,6,2,0,False,False,F18,High,Severe,Weekly,True,False,No change,False,2,,SUP10,4,Good,High,Appropriate,
SN0037-29407,N0037,2025-10-21,ICU,Evening,8,7,3,0,1,False,False,F1241,High,Moderate,Every day,False,False,More,False,4,,SUP4,4,Average,High,Outstanding,
SN0020-30419,N0020,2025-10-31,ED,Night,8,3,5,1,2,False,False,F3646,Medium,Moderate,Every day,False,False,No change,False,5,,SUP2,2,Good,High,Appropriate,
SN0106-32107,N0106,2025-11-17,Medical,Day,8,5,3,1,0,True,True,F1156,High,None,Weekly,False,False,More,True,5,,SUP7,2,Below avg,Moderate,Appropriate,
SN0034-32407,N0034,2025-11-20,ICU,Day,12,7,4,4,0,False,False,F556,Low,Moderate,Every day,False,False,No change,True,4,,SUP12,3,Good,Moderate,Appropriate,
SN0006-32907,N0006,2025-11-25,Peds,Night,12,5,4,2,0,False,False,F4456,Medium,Moderate,Weekly,False,False,More,False,4,,SUP5,4,Good,High,Needs improvement,
SN0012-31519,N0012,2025-11-11,ED,Day,8,2,10,1,1,False,False,F685,Low,None,Weekly,False,False,More,False,1,,SUP6,3,Good,High,Appropriate,
SN0117-00407,N0117,2026-01-04,Surgery,Day,12,5,4,3,0,False,False,F2077,High,Severe,Monthly,True,False,More,True,1,,SUP11,4,Good,High,Outstanding,
SN0053-32607,N0053,2025-11-22,Surgery,Evening,12,4,2,0,3,False,False,F1874,Medium,Moderate,Every day,False,True,No change,False,5,,SUP11,2,Good,High,Needs improvement,
SN0122-31407,N0122,2025-11-10,Medical,Evening,12,7,4,1,1,False,False,F3343,Low,Moderate,Weekly,False,True,More,True,1,,SUP10,5,Good,Moderate,Needs improvement,
SN0097-30119,N0097,2025-10-28,Surgery,Night,12,7,9,1,0,False,False,F2953,Low,None,Weekly,False,False,No change,False,2,,SUP9,3,Average,High,Appropriate,
SN0050-31119,N0050,2025-11-07,Medical,Night,12,7,5,0,0,False,False,F4754,High,Severe,Every day,False,False,No change,True,1,,SUP3,2,Good,High,Needs improvement,
SN0066-32519,N0066,2025-11-21,ED,Evening,10,5,7,2,1,False,False,F2405,Medium,Moderate,Every day,False,False,No change,False,4,,SUP5,5,Excellent,Moderate,Appropriate,
