shift_id,nurse_id,date,unit,shift_type,hours,patients,acuity,admissions,discharges,overtime,call_in,feedback_id,reported_stress,reported_fatigue,burnout_freq,emotionally_drained,used_up,workload_change,intent_to_leave,satisfaction,comments
SN0063-30507,N0063,2025-11-01,ED,Day,8,5,7,2,1,False,False,F4845,High,Moderate,Monthly,False,False,No change,True,2,
SN0092-32207,N0092,2025-11-18,ED,Night,8,4,1,0,0,False,False,F4846,Low,Severe,Monthly,False,True,More,False,2,
SN0091-31207,N0091,2025-11-08,ICU,Night,10,2,9,2,0,True,False,F4847,Medium,Moderate,Monthly,False,False,No change,False,2,
SN0029-35807,N0029,2025-12-24,ICU,Day,12,7,3,1,0,False,False,F4848,Medium,Moderate,Every day,False,False,No change,True,2,
SN0123-35007,N0123,2025-12-16,Surgery,Day,8,5,8,1,2,True,False,F4849,Medium,Moderate,Every day,False,False,No change,False,5,
SN0122-00519,N0122,2026-01-05,Peds,Day,12,3,2,1,1,False,False,F4850,Low,Moderate,Monthly,False,False,More,False,5,
SN0130-31819,N0130,2025-11-14,ICU,Night,12,7,3,2,1,False,False,F4851,Medium,None,Every day,False,False,No change,False,2,
SN0087-29519,N0087,2025-10-22,Peds,Evening,8,5,4,1,2,False,False,F4852,Medium,None,Every day,False,False,Less,False,5,
SN0020-31119,N0020,2025-11-07,ICU,Day,8,7,8,1,1,False,False,F4853,High,None,Monthly,False,False,More,False,3,
SN0016-30919,N0016,2025-11-05,Surgery,Night,12,2,3,0,1,False,False,F4854,Low,Moderate,Weekly,True,False,Less,False,4,
SN0119-00419,N0119,2026-01-04,Peds,Night,10,6,2,5,0,False,False,F4855,High,Moderate,Weekly,False,False,No change,False,4,
SN0061-31219,N0061,2025-11-08,ICU,Day,8,3,3,2,0,False,False,F4856,High,Moderate,Every day,False,True,No change,True,1,
SN0053-35719,N0053,2025-12-23,Surgery,Day,10,7,9,1,2,False,False,F4857,Low,None,Weekly,False,False,Less,True,4,
SN0048-32519,N0048,2025-11-21,ICU,Day,8,2,4,4,1,True,False,F4858,Low,Moderate,Every day,False,False,More,False,2,
SN0020-33719,N0020,2025-12-03,Surgery,Day,12,2,3,1,0,False,False,F4859,Low,Moderate,Monthly,False,False,No change,True,4,
SN0034-35807,N0034,2025-12-24,Peds,Day,12,6,1,1,0,True,False,F4860,Medium,None,Never,False,False,More,False,4,
SN0024-29307,N0024,2025-10-20,Peds,Night,12,5,9,0,0,False,False,F4861,Medium,None,Never,False,False,More,False,5,
SN0124-31907,N0124,2025-11-15,Peds,Night,12,8,7,0,0,False,False,F4862,Medium,None,Monthly,False,False,More,False,3,
SN0102-32419,N0102,2025-11-20,ICU,Night,12,4,5,2,1,False,False,F4863,Medium,Moderate,Every day,True,False,More,True,5,
SN0138-35319,N0138,2025-12-19,Surgery,Day,12,5,10,1,3,False,False,F4864,Medium,Moderate,Never,False,False,No change,True,2,
SN0072-29019,N0072,2025-10-17,Medical,Night,12,5,9,0,1,False,False,F4865,Medium,None,Every day,False,True,No change,False,5,
SN0077-28907,N0077,2025-10-16,Surgery,Day,8,5,3,0,0,False,False,F4866,Medium,Severe,Weekly,False,False,More,True,2,
SN0146-30719,N0146,2025-11-03,Peds,Day,12,5,9,1,2,False,False,F4867,Medium,Severe,Weekly,False,False,More,True,3,
SN0109-33419,N0109,2025-11-30,Surgery,Day,8,6,5,0,0,False,False,F4868,Low,Moderate,Monthly,False,False,More,True,1,
SN0138-32719,N0138,2025-11-23,ICU,Night,12,7,2,1,0,False,True,F4869,Medium,Moderate,Every day,False,False,Less,False,1,
SN0008-31107,N0008,2025-11-07,ED,Evening,12,5,2,0,0,True,False,F4870,Low,Moderate,Every day,False,False,More,False,3,
SN0134-35707,N0134,2025-12-23,Medical,Evening,12,2,1,1,1,False,False,F4871,Medium,Moderate,Weekly,True,False,No change,True,4,
SN0148-30407,N0148,2025-10-31,Medical,Night,10,8,4,0,0,True,False,F4872,Medium,Moderate,Never,False,False,Less,True,3,
SN0120-34807,N0120,2025-12-14,Medical,Day,8,4,5,0,0,True,False,F4873,High,Severe,Never,False,False,No change,False,2,
SN0053-34219,N0053,2025-12-08,ED,Night,8,3,3,1,0,True,False,F4874,Medium,None,Every day,False,False,More,True,5,
SN0096-00419,N0096,2026-01-04,Peds,Day,8,8,5,0,0,False,False,F4875,Medium,Moderate,Every day,False,False,More,False,3,
SN0067-34219,N0067,2025-12-08,Surgery,Evening,12,3,7,0,1,False,False,F4876,Medium,None,Every day,False,False,No change,False,5,
SN0112-29707,N0112,2025-10-24,Surgery,Day,8,7,2,0,0,False,False,F4877,Low,Moderate,Weekly,False,False,More,False,2,
SN0092-00307,N0092,2026-01-03,ED,Night,12,5,4,1,3,True,False,F4878,Low,Moderate,Weekly,True,False,More,False,4,
SN0128-29019,N0128,2025-10-17,Surgery,Day,12,3,3,0,0,False,False,F4879,Medium,Moderate,Weekly,False,True,No change,True,2,
SN0026-35407,N0026,2025-12-20,Surgery,Day,12,6,1,4,0,False,False,F4880,Low,Moderate,Monthly,True,True,No change,False,5,
SN0081-31407,N0081,2025-11-10,Surgery,Day,12,8,5,0,0,True,False,F4881,Medium,Moderate,Weekly,False,True,More,False,5,
SN0084-33307,N0084,2025-11-29,Surgery,Evening,10,6,9,4,0,False,False,F4882,Low,Severe,Monthly,False,False,More,False,3,
SN0089-35619,N0089,2025-12-22,Surgery,Evening,12,6,3,0,1,False,False,F4883,High,None,Every day,False,False,No change,True,5,
SN0010-30107,N0010,2025-10-28,Medical,Day,12,6,1,3,0,False,False,F4884,Medium,Severe,Weekly,False,False,More,False,4,
SN0070-29507,N0070,2025-10-22,ED,Night,12,6,8,3,4,False,False,F4885,Low,None,Weekly,False,False,More,False,2,
SN0079-29807,N0079,2025-10-25,ED,Day,12,4,4,1,0,False,False,F4886,Low,Moderate,Monthly,False,True,Less,False,5,
SN0113-36219,N0113,2025-12-28,ICU,Night,8,6,1,0,1,False,False,F4887,Low,Moderate,Monthly,False,True,More,False,3,
SN0136-30507,N0136,2025-11-01,Peds,Day,12,8,4,2,0,False,False,F4888,Medium,None,Monthly,False,True,More,False,4,
SN0130-35507,N0130,2025-12-21,Surgery,Evening,12,6,10,1,1,False,False,F4889,Medium,Moderate,Monthly,False,True,More,True,1,
SN0055-34119,N0055,2025-12-07,ED,Day,12,3,2,0,0,False,False,F4890,Low,None,Never,True,True,More,True,2,
SN0071-28407,N0071,2025-10-11,Medical,Day,12,5,2,0,1,False,False,F4891,Medium,Moderate,Monthly,False,False,Less,False,4,
SN0102-31219,N0102,2025-11-08,ED,Day,12,3,7,0,3,False,False,F4892,Low,Severe,Weekly,False,True,Less,False,2,
SN0029-31919,N0029,2025-11-15,Peds,Day,12,3,9,0,0,False,False,F4893,High,Moderate,Weekly,True,False,More,False,1,
SN0063-31307,N0063,2025-11-09,Surgery,Day,8,5,1,2,0,False,False,F4894,Medium,Moderate,Never,False,False,More,False,2,
SN0077-33407,N0077,2025-11-30,ICU,Day,12,7,7,1,0,False,False,F4895,High,None,Every day,False,True,More,False,1,
SN0083-30319,N0083,2025-10-30,ED,Night,10,4,1,2,0,False,False,F4896,Medium,None,Never,False,False,More,False,1,
SN0123-30507,N0123,2025-11-01,Peds,Day,8,5,9,0,2,False,False,F4897,Medium,None,Weekly,False,False,More,False,5,
SN0103-29307,N0103,2025-10-20,Surgery,Day,12,2,10,0,1,False,False,F4898,Medium,None,Monthly,False,True,No change,True,4,
SN0123-32707,N0123,2025-11-23,Medical,Day,12,7,9,0,0,False,False,F4899,Low,Severe,Every day,False,True,More,True,1,
SN0026-29519,N0026,2025-10-22,ED,Night,12,4,10,0,1,False,False,F4900,Medium,None,Weekly,False,False,No change,False,5,
SN0024-33607,N0024,2025-12-02,ICU,Evening,8,7,2,2,0,False,False,F4901,Low,None,Never,False,False,More,True,4,
SN0133-36307,N0133,2025-12-29,Medical,Night,12,3,5,1,0,False,False,F4902,High,None,Weekly,False,False,More,False,1,
SN0087-00407,N0087,2026-01-04,Surgery,Day,8,7,2,1,0,False,False,F4903,High,Moderate,Every day,False,False,No change,False,5,
SN0059-36119,N0059,2025-12-27,ED,Day,12,4,6,0,0,False,False,F4904,Medium,Moderate,Every day,False,False,No change,False,3,
SN0133-33607,N0133,2025-12-02,ED,Day,12,7,7,2,0,False,False,F4905,Low,Moderate,Monthly,False,False,More,False,3,
SN0086-31407,N0086,2025-11-10,Peds,Night,12,4,4,1,0,False,False,F4906,Medium,Moderate,Monthly,False,False,No change,False,2,
SN0087-30707,N0087,2025-11-03,Peds,Night,10,7,3,2,0,True,False,F4907,Medium,None,Weekly,False,False,More,False,3,
SN0121-30607,N0121,2025-11-02,Surgery,Day,12,5,5,1,0,True,False,F4908,Medium,Moderate,Monthly,False,False,No change,False,5,
SN0095-28319,N0095,2025-10-10,Surgery,Evening,12,4,6,0,1,False,False,F4909,Medium,Moderate,Weekly,False,False,No change,True,3,
SN0013-34919,N0013,2025-12-15,ICU,Night,12,5,9,1,2,False,False,F4910,Low,Moderate,Every day,False,False,More,False,4,
SN0037-31707,N0037,2025-11-13,ICU,Day,12,3,9,0,1,False,False,F4911,Medium,Moderate,Monthly,False,False,More,False,5,
SN0018-32007,N0018,2025-11-16,ED,Day,8,7,9,4,0,False,False,F4912,Low,Moderate,Every day,False,True,No change,False,2,
SN0142-00607,N0142,2026-01-06,Surgery,Day,12,8,3,0,0,False,False,F4913,Medium,Moderate,Weekly,False,True,More,False,5,
SN0020-00219,N0020,2026-01-02,Surgery,Night,12,8,10,2,0,False,False,F4914,High,None,Monthly,False,False,No change,True,5,
SN0135-35019,N0135,2025-12-16,Peds,Night,10,2,5,3,0,False,False,F4915,Low,None,Never,True,False,More,True,5,
SN0017-35307,N0017,2025-12-19,ED,Day,10,6,8,2,2,False,False,F4916,High,None,Monthly,True,False,More,True,3,
SN0059-33907,N0059,2025-12-05,ICU,Night,12,6,9,0,1,False,False,F4917,Low,None,Weekly,False,False,More,False,5,
SN0135-33707,N0135,2025-12-03,Peds,Night,12,6,1,0,0,False,False,F4918,Low,Severe,Weekly,False,True,No change,False,2,
SN0073-34107,N0073,2025-12-07,ED,Night,12,3,1,1,0,False,False,F4919,Medium,Moderate,Monthly,False,True,More,False,2,
SN0073-31019,N0073,2025-11-06,ICU,Day,12,2,7,1,0,False,False,F4920,Medium,Severe,Monthly,False,False,More,True,3,
SN0036-28319,N0036,2025-10-10,Medical,Night,12,4,7,4,0,False,False,F4921,High,None,Every day,False,False,No change,False,2,
SN0102-29807,N0102,2025-10-25,ED,Night,12,8,2,0,1,False,False,F4922,High,Moderate,Every day,False,True,More,True,3,
SN0120-35907,N0120,2025-12-25,Medical,Day,12,6,2,1,0,True,False,F4923,Low,Moderate,Never,True,True,No change,True,1,
SN0041-30419,N0041,2025-10-31,Medical,Night,12,2,6,1,0,True,False,F4924,Medium,None,Every day,False,True,No change,True,4,
SN0042-00619,N0042,2026-01-06,ICU,Night,8,3,1,0,1,False,False,F4925,Medium,None,Every day,False,False,More,True,5,
SN0132-33619,N0132,2025-12-02,ED,Night,12,6,1,2,1,False,False,F4926,Low,Severe,Never,False,True,More,False,2,
SN0127-34107,N0127,2025-12-07,Peds,Night,12,6,2,3,0,False,False,F4927,Low,Moderate,Weekly,False,False,No change,False,2,
SN0118-35407,N0118,2025-12-20,Surgery,Day,12,2,5,2,1,False,False,F4928,Low,None,Weekly,False,True,More,False,1,
SN0012-34919,N0012,2025-12-15,Peds,Day,12,8,3,1,1,False,False,F4929,Low,None,Monthly,True,False,No change,False,5,
SN0057-33519,N0057,2025-12-01,Medical,Day,8,3,4,1,1,False,False,F4930,Low,Moderate,Every day,True,False,More,True,3,
SN0115-32707,N0115,2025-11-23,ED,Day,12,6,7,1,0,False,False,F4931,High,None,Never,False,False,More,False,1,
SN0047-34207,N0047,2025-12-08,ED,Day,10,7,6,1,2,False,False,F4932,High,Moderate,Every day,False,False,More,False,5,
SN0012-36107,N0012,2025-12-27,Medical,Day,8,6,8,1,0,False,False,F4933,Medium,Moderate,Weekly,False,False,No change,False,5,
SN0013-28519,N0013,2025-10-12,Surgery,Night,12,4,6,2,1,False,False,F4934,High,Moderate,Weekly,True,False,More,False,3,
SN0083-32919,N0083,2025-11-25,ICU,Night,12,3,9,3,0,True,False,F4935,Medium,Moderate,Every day,False,False,No change,False,1,
SN0008-33819,N0008,2025-12-04,ED,Night,12,8,7,0,1,False,False,F4936,Low,None,Every day,False,True,More,True,1,
SN0036-32807,N0036,2025-11-24,Surgery,Night,12,4,10,2,0,False,False,F4937,High,Moderate,Every day,False,False,No change,False,4,
SN0079-29907,N0079,2025-10-26,Peds,Night,12,2,5,0,0,False,False,F4938,Low,Moderate,Weekly,False,False,No change,True,3,
SN0081-32707,N0081,2025-11-23,Medical,Night,12,6,4,3,0,False,False,F4939,Low,None,Never,False,False,More,False,4,
SN0073-30319,N0073,2025-10-30,ICU,Night,12,4,8,3,0,False,False,F4940,Medium,None,Weekly,False,False,More,True,5,
SN0126-36519,N0126,2025-12-31,ICU,Night,10,3,9,2,0,False,False,F4941,Low,Severe,Every day,False,False,More,True,4,
SN0150-28919,N0150,2025-10-16,ED,Day,8,5,2,1,2,False,False,F4942,Medium,Moderate,Every day,False,False,No change,False,3,
SN0037-33319,N0037,2025-11-29,ED,Night,12,3,5,1,1,False,False,F4943,Low,Moderate,Weekly,False,False,More,True,5,
SN0036-28219,N0036,2025-10-09,Peds,Day,10,4,5,1,0,False,True,F4944,Medium,None,Weekly,True,False,More,False,1,
SN0001-32919,N0001,2025-11-25,Medical,Night,12,4,6,3,1,False,False,F4945,High,Moderate,Every day,False,False,More,True,4,
SN0147-29407,N0147,2025-10-21,ICU,Evening,12,8,1,0,1,False,False,F4946,Medium,Moderate,Weekly,False,False,No change,False,1,
SN0141-00407,N0141,2026-01-04,Medical,Night,12,2,5,1,0,False,False,F4947,Low,None,Never,False,True,No change,True,1,
SN0125-29419,N0125,2025-10-21,ICU,Evening,8,2,7,1,2,False,False,F4948,Low,None,Every day,False,False,No change,False,3,
SN0104-28419,N0104,2025-10-11,ICU,Day,12,6,8,1,0,False,False,F4949,Low,Moderate,Weekly,False,False,No change,False,4,
SN0039-28219,N0039,2025-10-09,Peds,Day,12,8,6,1,0,False,False,F4950,Medium,Severe,Monthly,True,False,No change,False,2,
SN0122-35107,N0122,2025-12-17,ED,Evening,12,4,6,1,2,False,False,F4951,Medium,None,Every day,False,False,Less,False,1,
SN0045-31119,N0045,2025-11-07,ED,Day,12,5,9,1,1,False,False,F4952,Medium,Moderate,Every day,False,False,More,False,3,
SN0108-30219,N0108,2025-10-29,ICU,Night,8,4,5,0,1,False,False,F4953,Medium,None,Monthly,False,True,No change,True,2,
SN0109-30307,N0109,2025-10-30,ICU,Night,12,6,10,1,0,False,False,F4954,Medium,None,Never,False,False,More,False,5,
SN0078-28319,N0078,2025-10-10,ED,Evening,10,4,5,1,2,False,False,F4955,Medium,None,Monthly,False,False,More,False,2,
SN0037-32119,N0037,2025-11-17,Surgery,Day,10,8,4,2,1,False,False,F4956,Low,Moderate,Weekly,True,False,More,False,3,
SN0103-28719,N0103,2025-10-14,ICU,Night,12,3,7,1,0,False,False,F4957,Medium,Moderate,Monthly,False,False,More,False,5,
SN0102-28319,N0102,2025-10-10,Medical,Evening,8,5,6,0,0,True,False,F4958,Medium,None,Every day,True,False,No change,True,1,
SN0104-31307,N0104,2025-11-09,Peds,Night,10,7,1,2,1,False,False,F4959,Low,Moderate,Weekly,False,False,More,False,5,
SN0131-34407,N0131,2025-12-10,ED,Evening,12,2,8,0,2,False,False,F4960,Medium,Severe,Every day,False,False,More,True,4,
SN0074-35219,N0074,2025-12-18,ICU,Day,12,5,1,0,0,False,False,F4961,Medium,Moderate,Monthly,False,False,More,False,1,
SN0057-35607,N0057,2025-12-22,ED,Night,12,2,9,0,0,False,False,F4962,Medium,Moderate,Weekly,False,False,More,False,1,
SN0076-32119,N0076,2025-11-17,Surgery,Day,8,7,10,0,0,True,False,F4963,Low,Moderate,Every day,True,False,More,False,5,
SN0006-36419,N0006,2025-12-30,ICU,Day,8,2,10,2,0,False,False,F4964,High,Moderate,Weekly,True,False,No change,True,2,
SN0038-31507,N0038,2025-11-11,ED,Day,12,6,2,0,0,False,False,F4965,Medium,Severe,Every day,False,True,No change,False,4,
SN0072-35207,N0072,2025-12-18,ICU,Day,10,7,3,1,1,True,False,F4966,Low,Moderate,Every day,False,False,More,False,4,
SN0114-33607,N0114,2025-12-02,Surgery,Night,12,4,2,0,2,False,False,F4967,Medium,Moderate,Every day,False,False,More,False,3,
SN0022-28907,N0022,2025-10-16,ED,Day,12,4,4,1,0,False,False,F4968,Medium,Moderate,Monthly,False,True,More,False,1,
SN0079-31319,N0079,2025-11-09,ICU,Evening,12,2,6,0,1,False,False,F4969,Medium,Severe,Every day,False,False,More,False,3,
SN0124-30919,N0124,2025-11-05,ED,Day,12,5,8,2,0,False,False,F4970,Medium,None,Every day,False,False,No change,False,3,
SN0126-36507,N0126,2025-12-31,Surgery,Evening,12,5,8,2,0,False,False,F4971,Low,Moderate,Every day,False,False,No change,False,3,
SN0016-30419,N0016,2025-10-31,ED,Evening,12,3,7,2,0,False,False,F4972,Low,None,Never,False,False,No change,True,4,
SN0131-29419,N0131,2025-10-21,ICU,Night,8,5,4,0,1,False,False,F4973,Medium,None,Weekly,False,False,No change,True,3,
SN0115-34707,N0115,2025-12-13,ED,Night,8,5,7,1,2,False,False,F4974,Low,Moderate,Every day,False,False,More,False,5,
SN0135-00619,N0135,2026-01-06,Peds,Day,12,7,8,0,0,False,False,F4975,High,Severe,Never,False,True,More,False,4,
SN0107-00219,N0107,2026-01-02,Surgery,Day,10,2,1,0,1,False,False,F4976,Low,Moderate,Weekly,False,False,More,False,5,
SN0050-30819,N0050,2025-11-04,Surgery,Night,12,6,6,3,0,False,False,F4977,Medium,None,Every day,False,False,More,True,4,
SN0149-31607,N0149,2025-11-12,ICU,Day,12,6,1,0,1,False,False,F4978,High,None,Monthly,False,False,No change,False,1,
SN0005-34307,N0005,2025-12-09,Medical,Night,12,5,3,2,0,False,False,F4979,Low,Moderate,Every day,False,False,More,True,3,
SN0005-33719,N0005,2025-12-03,ED,Day,12,3,4,2,0,False,False,F4980,Medium,Moderate,Weekly,False,False,More,False,3,
SN0068-29207,N0068,2025-10-19,Surgery,Night,12,4,1,1,1,False,False,F4981,Medium,Moderate,Every day,False,True,More,True,1,
SN0122-33407,N0122,2025-11-30,Peds,Night,12,8,7,2,0,False,False,F4982,Medium,Moderate,Monthly,False,False,More,False,1,
SN0026-35807,N0026,2025-12-24,Medical,Evening,12,2,5,2,0,False,False,F4983,Medium,Moderate,Every day,False,False,No change,False,2,
SN0117-30419,N0117,2025-10-31,ED,Night,12,8,9,2,1,False,False,F4984,Medium,Moderate,Weekly,True,False,More,False,3,
SN0072-30807,N0072,2025-11-04,ICU,Night,12,3,1,0,0,True,False,F4985,High,None,Weekly,False,False,More,False,2,
SN0028-35907,N0028,2025-12-25,ED,Day,8,4,7,2,1,False,False,F4986,Low,None,Weekly,True,False,Less,False,4,
SN0062-28607,N0062,2025-10-13,Surgery,Night,12,3,8,0,1,False,False,F4987,Low,None,Monthly,False,True,More,True,5,
SN0013-29219,N0013,2025-10-19,ICU,Day,12,8,1,0,0,False,False,F4988,Medium,None,Monthly,True,False,No change,False,4,
SN0119-29107,N0119,2025-10-18,ED,Night,12,4,2,0,0,False,False,F4989,Medium,Severe,Every day,False,False,No change,False,1,
SN0006-33819,N0006,2025-12-04,Surgery,Night,12,6,8,2,2,False,False,F4990,High,None,Monthly,False,True,No change,True,2,
SN0027-35619,N0027,2025-12-22,ED,Night,12,8,6,0,0,False,True,F4991,Medium,None,Never,True,False,More,False,5,
SN0087-36107,N0087,2025-12-27,ED,Night,12,6,9,0,1,False,False,F4992,Medium,Moderate,Every day,False,True,No change,False,3,
SN0086-30807,N0086,2025-11-04,Peds,Day,8,3,3,2,0,False,False,F4993,Medium,Severe,Never,False,False,Less,False,2,
SN0146-29007,N0146,2025-10-17,ICU,Night,8,2,2,1,1,True,False,F4994,Low,None,Never,True,False,More,True,1,
SN0089-33907,N0089,2025-12-05,ED,Day,10,7,5,1,0,False,False,F4995,Low,Moderate,Never,False,True,More,False,1,
SN0119-28307,N0119,2025-10-10,Peds,Night,12,4,1,0,1,False,False,F4996,Low,None,Every day,False,False,No change,False,2,
SN0024-30907,N0024,2025-11-05,ICU,Day,12,2,4,3,1,False,False,F4997,Medium,Moderate,Never,True,True,No change,True,2,
SN0141-29719,N0141,2025-10-24,ED,Day,8,5,6,1,1,False,False,F4998,Medium,Moderate,Never,False,False,More,False,1,
SN0034-33507,N0034,2025-12-01,ED,Day,12,5,2,2,0,True,False,F4999,Medium,Moderate,Weekly,False,True,No change,False,5,
SN0040-31819,N0040,2025-11-14,Peds,Night,12,5,9,0,0,False,False,F5000,High,Severe,Every day,False,False,More,False,4,
SN0100-00107,N0100,2026-01-01,ED,Night,12,3,9,0,1,False,False,F5001,Low,None,Never,False,False,More,True,1,
SN0141-28419,N0141,2025-10-11,ED,Night,10,4,4,1,1,False,False,F5002,Low,Moderate,Monthly,False,True,Less,False,4,
SN0038-30907,N0038,2025-11-05,Surgery,Day,12,2,4,2,1,False,False,F5003,High,Moderate,Monthly,True,False,No change,False,4,
SN0125-28519,N0125,2025-10-12,Peds,Day,12,5,2,1,0,False,False,F5004,Medium,Moderate,Every day,False,False,More,False,5,
SN0122-32307,N0122,2025-11-19,Peds,Day,8,7,5,1,1,False,False,F5005,Medium,None,Weekly,False,False,More,False,2,
SN0130-29407,N0130,2025-10-21,Medical,Night,12,8,6,2,2,False,False,F5006,Medium,Moderate,Weekly,True,False,No change,False,2,
SN0048-35007,N0048,2025-12-16,ICU,Night,10,7,2,0,1,False,False,F5007,Medium,Moderate,Every day,True,False,No change,False,2,
SN0047-32019,N0047,2025-11-16,Peds,Day,12,5,6,0,2,False,False,F5008,Medium,Moderate,Weekly,False,False,No change,True,1,
SN0145-33319,N0145,2025-11-29,Peds,Night,8,8,10,0,0,False,False,F5009,Low,Moderate,Every day,False,False,More,False,3,
SN0104-31019,N0104,2025-11-06,ED,Day,12,3,1,0,1,False,False,F5010,Low,Severe,Weekly,False,True,No change,False,3,
SN0080-36007,N0080,2025-12-26,Peds,Night,10,5,6,0,0,False,False,F5011,Low,None,Every day,False,False,More,False,3,
SN0029-34019,N0029,2025-12-06,Peds,Night,12,2,8,1,1,False,False,F5012,Low,Moderate,Never,True,False,More,False,5,
SN0027-31619,N0027,2025-11-12,Peds,Day,12,8,7,2,0,False,False,F5013,Low,Moderate,Every day,False,True,No change,False,5,
SN0038-33119,N0038,2025-11-27,Medical,Night,12,3,9,0,0,False,False,F5014,Medium,Moderate,Never,False,False,More,False,3,
SN0093-00307,N0093,2026-01-03,Peds,Night,12,2,5,1,0,False,False,F5015,Medium,Severe,Weekly,False,False,More,False,2,
SN0064-32307,N0064,2025-11-19,Medical,Night,10,5,3,3,1,False,False,F5016,Low,Moderate,Never,False,False,More,True,2,
SN0097-36407,N0097,2025-12-30,ED,Day,12,6,5,2,0,False,False,F5017,Medium,Moderate,Weekly,False,True,More,False,3,
SN0024-30419,N0024,2025-10-31,ED,Evening,8,5,9,4,0,False,False,F5018,Medium,None,Never,True,False,Less,False,2,
SN0079-31307,N0079,2025-11-09,Medical,Night,8,2,9,1,0,False,False,F5019,Medium,Moderate,Never,False,False,More,False,3,
SN0045-35519,N0045,2025-12-21,ED,Evening,12,6,4,0,1,False,False,F5020,High,Moderate,Monthly,False,True,Less,False,1,
SN0076-28907,N0076,2025-10-16,Surgery,Night,12,7,8,1,3,False,False,F5021,Low,Moderate,Monthly,False,False,More,True,4,
SN0147-33919,N0147,2025-12-05,Surgery,Day,12,5,4,0,0,False,False,F5022,Medium,None,Never,False,False,More,False,4,
SN0116-29607,N0116,2025-10-23,ICU,Day,10,2,1,0,2,True,False,F5023,Medium,Moderate,Weekly,False,False,Less,True,4,
SN0143-29319,N0143,2025-10-20,Peds,Day,12,8,7,1,1,False,False,F5024,Medium,Moderate,Every day,True,False,No change,False,3,
SN0137-32219,N0137,2025-11-18,ICU,Night,12,3,7,2,0,False,False,F5025,Medium,Moderate,Every day,False,False,No change,True,1,
SN0053-32519,N0053,2025-11-21,Peds,Day,12,2,8,1,1,False,False,F5026,Low,Moderate,Monthly,False,False,More,False,5,
SN0030-35719,N0030,2025-12-23,Medical,Day,12,6,2,1,1,False,False,F5027,Medium,None,Every day,False,False,More,True,4,
SN0009-30819,N0009,2025-11-04,Peds,Day,8,5,9,0,0,False,False,F5028,Low,Moderate,Every day,True,False,More,True,2,
SN0130-00307,N0130,2026-01-03,Medical,Night,12,7,8,1,0,False,False,F5029,High,Moderate,Monthly,False,False,No change,True,3,
SN0072-29219,N0072,2025-10-19,ED,Day,12,7,9,0,1,False,False,F5030,Low,None,Every day,False,False,No change,False,3,
SN0150-30007,N0150,2025-10-27,Medical,Evening,10,2,2,2,0,False,False,F5031,High,None,Weekly,False,True,No change,True,5,
SN0091-34307,N0091,2025-12-09,Medical,Day,12,7,9,0,1,False,False,F5032,High,Severe,Weekly,False,True,More,False,2,
SN0066-28119,N0066,2025-10-08,Peds,Night,12,3,6,0,2,False,False,F5033,High,Moderate,Weekly,False,False,No change,False,1,
SN0051-28319,N0051,2025-10-10,Surgery,Day,12,2,2,1,0,False,False,F5034,Low,Severe,Every day,False,False,More,False,4,
SN0010-31819,N0010,2025-11-14,Medical,Night,12,6,8,2,2,False,False,F5035,Low,Moderate,Monthly,False,False,No change,False,1,
SN0081-31007,N0081,2025-11-06,Surgery,Day,12,4,4,2,1,False,False,F5036,Medium,Severe,Monthly,False,False,No change,True,2,
SN0042-28207,N0042,2025-10-09,Surgery,Evening,8,5,6,1,0,False,False,F5037,Medium,Moderate,Weekly,True,False,More,False,2,
SN0061-34619,N0061,2025-12-12,ED,Night,12,5,10,0,0,False,False,F5038,Medium,Moderate,Weekly,False,False,More,False,3,
SN0017-35907,N0017,2025-12-25,ED,Day,8,7,1,1,0,False,False,F5039,Low,Severe,Never,False,True,More,False,1,
SN0131-35619,N0131,2025-12-22,ICU,Day,10,3,9,0,2,False,False,F5040,Medium,None,Every day,False,False,No change,False,5,
SN0083-35819,N0083,2025-12-24,Surgery,Day,10,6,2,0,2,False,False,F5041,Medium,None,Monthly,False,False,No change,True,2,
SN0016-33319,N0016,2025-11-29,ED,Night,12,2,4,1,1,False,True,F5042,Low,Moderate,Every day,True,False,More,False,3,
SN0030-35707,N0030,2025-12-23,Peds,Night,12,3,2,0,1,False,False,F5043,Medium,None,Weekly,False,False,More,False,4,
SN0139-28107,N0139,2025-10-08,ICU,Evening,12,5,2,1,0,False,False,F5044,Low,Moderate,Weekly,True,False,More,False,5,
SN0137-36419,N0137,2025-12-30,Peds,Day,12,7,8,0,1,False,False,F5045,Medium,Severe,Every day,False,False,No change,False,5,
SN0043-32819,N0043,2025-11-24,Surgery,Night,12,4,6,2,1,False,False,F5046,Medium,None,Every day,False,False,More,False,3,
SN0088-00419,N0088,2026-01-04,Medical,Day,8,2,3,0,0,False,False,F5047,Medium,Moderate,Weekly,True,True,More,False,5,
SN0010-29119,N0010,2025-10-18,ED,Day,12,4,10,1,0,False,False,F5048,Medium,Moderate,Weekly,False,False,More,False,5,
SN0079-28707,N0079,2025-10-14,ICU,Day,12,6,10,1,3,False,False,F5049,Low,None,Weekly,False,True,More,True,3,
SN0028-31007,N0028,2025-11-06,Peds,Night,12,7,10,1,2,False,False,F5050,Low,None,Never,False,False,No change,False,3,
SN0024-35519,N0024,2025-12-21,Medical,Night,8,2,5,2,0,False,False,F5051,Medium,Moderate,Weekly,False,False,More,False,2,
