shift_id,nurse_id,date,unit,shift_type,hours,patients,acuity,admissions,discharges,overtime,call_in
SN0130-36419,N0130,2025-12-30,Surgery,Night,12,5,9,2,2,False,False
SN0130-00507,N0130,2026-01-05,Peds,Day,12,2,3,1,0,False,False
SN0130-00319,N0130,2026-01-03,Surgery,Evening,12,6,2,1,0,False,False
SN0130-00307,N0130,2026-01-03,Medical,Night,12,7,8,1,0,False,False
SN0131-28607,N0131,2025-10-13,ED,Night,10,3,8,1,0,False,False
SN0131-28307,N0131,2025-10-10,ICU,Day,12,7,10,0,1,False,False
SN0131-28707,N0131,2025-10-14,ICU,Day,10,6,4,0,1,False,False
SN0131-28607,N0131,2025-10-13,ED,Day,12,4,6,0,2,False,False
SN0131-28507,N0131,2025-10-12,Peds,Day,12,8,2,0,0,False,False
SN0131-29119,N0131,2025-10-18,Surgery,Night,8,5,2,0,0,False,False
SN0131-29207,N0131,2025-10-19,Medical,Day,8,6,6,1,0,False,False
SN0131-29419,N0131,2025-10-21,ICU,Night,8,5,4,0,1,False,False
SN0131-28919,N0131,2025-10-16,Medical,Night,12,6,3,1,0,False,False
SN0131-29419,N0131,2025-10-21,ICU,Night,8,3,8,1,1,False,False
SN0131-29007,N0131,2025-10-17,ED,Day,12,7,8,1,0,False,False
SN0131-29819,N0131,2025-10-25,Surgery,Evening,12,6,2,1,0,False,False
SN0131-29507,N0131,2025-10-22,ICU,Night,12,3,1,3,1,False,False
SN0131-29607,N0131,2025-10-23,ICU,Night,12,8,3,2,0,False,True
SN0131-30007,N0131,2025-10-27,ED,Day,12,4,4,0,0,False,False
SN0131-29519,N0131,2025-10-22,Surgery,Day,12,3,7,2,3,False,False
SN0131-30707,N0131,2025-11-03,ED,Evening,12,6,1,2,0,False,False
SN0131-30707,N0131,2025-11-03,ICU,Day,12,6,10,2,0,False,False
SN0131-30607,N0131,2025-11-02,Surgery,Day,12,2,3,0,0,False,False
SN0131-30907,N0131,2025-11-05,Peds,Night,12,3,3,1,0,True,False
SN0131-31207,N0131,2025-11-08,ED,Day,12,6,4,1,2,False,False
SN0131-31019,N0131,2025-11-06,ICU,Night,8,4,6,1,1,False,True
SN0131-31007,N0131,2025-11-06,Medical,Night,12,7,1,0,0,False,False
SN0131-31307,N0131,2025-11-09,ED,Day,8,3,5,0,1,False,False
SN0131-31419,N0131,2025-11-10,Peds,Night,12,2,9,0,1,False,False
SN0131-31907,N0131,2025-11-15,Peds,Evening,12,8,4,2,0,False,False
SN0131-31919,N0131,2025-11-15,Surgery,Night,12,3,9,1,2,False,False
SN0131-32107,N0131,2025-11-17,Medical,Night,12,5,7,0,0,False,False
SN0131-32107,N0131,2025-11-17,Peds,Day,12,6,4,2,0,True,False
SN0131-31719,N0131,2025-11-13,Surgery,Day,8,8,1,3,0,False,False
SN0131-31719,N0131,2025-11-13,Medical,Night,8,2,9,2,0,False,False
SN0131-32819,N0131,2025-11-24,ICU,Day,12,6,9,1,0,False,False
SN0131-32419,N0131,2025-11-20,Peds,Night,8,4,7,1,0,False,False
SN0131-32907,N0131,2025-11-25,Peds,Day,8,3,8,3,1,False,True
SN0131-32307,N0131,2025-11-19,Peds,Day,10,8,7,1,0,False,False
SN0131-32307,N0131,2025-11-19,ICU,Day,12,3,8,0,2,False,False
SN0131-32507,N0131,2025-11-21,Medical,Night,12,4,7,5,1,False,False
SN0131-33607,N0131,2025-12-02,Peds,Night,12,2,4,0,0,False,True
SN0131-33307,N0131,2025-11-29,Surgery,Day,8,8,6,1,1,True,False
SN0131-33119,N0131,2025-11-27,ICU,Night,12,8,9,3,1,False,False
SN0131-33219,N0131,2025-11-28,Surgery,Day,10,6,2,1,0,False,True
SN0131-33107,N0131,2025-11-27,ICU,Day,8,8,9,1,1,True,False
SN0131-33019,N0131,2025-11-26,Peds,Night,8,2,6,0,1,False,False
SN0131-34307,N0131,2025-12-09,Medical,Day,12,2,5,6,0,False,False
SN0131-34019,N0131,2025-12-06,Medical,Evening,12,6,2,2,0,False,False
SN0131-34019,N0131,2025-12-06,Peds,Day,12,6,5,0,0,True,False
SN0131-34919,N0131,2025-12-15,ED,Night,10,4,8,0,1,False,False
SN0131-34907,N0131,2025-12-15,ED,Evening,12,6,2,2,2,True,False
SN0131-34407,N0131,2025-12-10,ED,Evening,12,2,8,0,2,False,False
SN0131-34919,N0131,2025-12-15,ED,Night,12,7,8,1,0,False,False
SN0131-35207,N0131,2025-12-18,Surgery,Night,12,3,10,0,0,False,True
SN0131-35407,N0131,2025-12-20,Medical,Night,12,6,4,1,0,False,False
SN0131-35219,N0131,2025-12-18,ICU,Day,12,4,4,1,0,True,False
SN0131-35507,N0131,2025-12-21,Peds,Night,12,4,8,0,0,True,False
SN0131-35619,N0131,2025-12-22,ICU,Day,10,3,9,0,2,False,False
SN0131-35619,N0131,2025-12-22,Surgery,Day,10,3,2,1,0,False,False
SN0131-36407,N0131,2025-12-30,ICU,Night,8,6,3,0,0,False,False
SN0131-36407,N0131,2025-12-30,Surgery,Night,8,2,10,3,1,False,False
SN0131-36407,N0131,2025-12-30,Medical,Day,12,4,2,0,1,False,False
SN0131-00107,N0131,2026-01-01,Surgery,Day,8,5,4,1,0,False,False
SN0131-00319,N0131,2026-01-03,Medical,Night,12,5,10,0,2,False,False
SN0131-00519,N0131,2026-01-05,Peds,Day,8,6,1,1,3,True,False
SN0131-36519,N0131,2025-12-31,Surgery,Day,12,6,8,1,1,False,False
SN0131-36507,N0131,2025-12-31,Surgery,Night,8,5,9,1,1,False,False
SN0132-28319,N0132,2025-10-10,ICU,Day,12,3,10,2,0,True,False
SN0132-28319,N0132,2025-10-10,Surgery,Day,8,8,8,1,1,False,False
SN0132-28107,N0132,2025-10-08,ICU,Day,12,7,6,1,1,False,False
SN0132-29119,N0132,2025-10-18,ICU,Day,8,6,7,2,2,False,False
SN0132-29107,N0132,2025-10-18,ED,Night,12,7,3,1,1,False,False
SN0132-29007,N0132,2025-10-17,ED,Day,12,5,6,1,1,False,True
SN0132-29407,N0132,2025-10-21,Surgery,Evening,12,5,3,2,3,False,False
SN0132-29119,N0132,2025-10-18,ICU,Day,10,8,1,1,1,False,False
SN0132-28907,N0132,2025-10-16,Surgery,Day,12,3,7,0,0,False,False
SN0132-29719,N0132,2025-10-24,Medical,Day,12,3,5,0,0,False,False
SN0132-29607,N0132,2025-10-23,ICU,Night,12,3,9,0,0,False,False
SN0132-29519,N0132,2025-10-22,Medical,Day,12,6,7,1,1,False,False
SN0132-29819,N0132,2025-10-25,Peds,Night,8,8,9,1,3,False,False
SN0132-29707,N0132,2025-10-24,Peds,Day,10,2,8,2,2,False,False
SN0132-29719,N0132,2025-10-24,Peds,Day,12,3,2,0,0,False,False
SN0132-30407,N0132,2025-10-31,Medical,Day,12,3,4,1,1,False,False
SN0132-30207,N0132,2025-10-29,Surgery,Day,12,5,4,1,1,False,False
SN0132-30319,N0132,2025-10-30,ICU,Day,8,6,9,0,0,False,False
SN0132-31507,N0132,2025-11-11,ICU,Day,8,4,1,1,2,False,False
SN0132-31307,N0132,2025-11-09,ED,Night,12,3,2,1,1,False,False
SN0132-31219,N0132,2025-11-08,Peds,Night,12,7,9,2,0,False,True
SN0132-31007,N0132,2025-11-06,Peds,Day,8,3,3,1,2,False,False
SN0132-31507,N0132,2025-11-11,Peds,Night,8,4,4,2,0,False,False
SN0132-30919,N0132,2025-11-05,Medical,Day,12,4,2,1,1,True,False
SN0132-32219,N0132,2025-11-18,Medical,Night,12,2,3,0,4,False,False
SN0132-32007,N0132,2025-11-16,Medical,Evening,12,5,3,0,0,False,False
SN0132-32119,N0132,2025-11-17,ED,Day,12,6,7,2,0,False,False
SN0132-31707,N0132,2025-11-13,ICU,Day,12,4,2,0,1,False,False
SN0132-32719,N0132,2025-11-23,Peds,Night,8,6,9,1,1,False,False
SN0132-32707,N0132,2025-11-23,Medical,Day,12,4,8,1,0,False,False
SN0132-32607,N0132,2025-11-22,Peds,Evening,12,6,5,1,2,True,False
SN0132-33219,N0132,2025-11-28,Peds,Day,12,8,9,2,2,False,False
SN0132-33619,N0132,2025-12-02,ED,Night,12,6,1,2,1,False,False
SN0132-33007,N0132,2025-11-26,ED,Evening,8,6,9,0,2,False,True
SN0132-33419,N0132,2025-11-30,ICU,Night,12,7,4,1,1,False,False
SN0132-33007,N0132,2025-11-26,Medical,Day,12,8,3,3,1,False,False
SN0132-33807,N0132,2025-12-04,Surgery,Evening,8,8,3,0,1,False,False
SN0132-34019,N0132,2025-12-06,ICU,Night,12,5,4,1,1,True,False
SN0132-33819,N0132,2025-12-04,Medical,Night,12,4,9,0,1,False,False
SN0132-33707,N0132,2025-12-03,Peds,Day,12,5,9,4,2,False,False
SN0132-34807,N0132,2025-12-14,Surgery,Day,12,3,9,2,0,True,False
SN0132-34719,N0132,2025-12-13,Peds,Day,12,7,6,1,2,False,False
SN0132-34407,N0132,2025-12-10,ED,Night,12,3,5,2,0,False,False
SN0132-35719,N0132,2025-12-23,ICU,Day,12,6,2,0,1,False,False
SN0132-35507,N0132,2025-12-21,ED,Night,12,3,1,0,0,False,False
SN0132-35319,N0132,2025-12-19,Peds,Night,12,5,8,0,0,False,False
SN0132-35707,N0132,2025-12-23,ED,Day,12,3,5,1,0,False,False
SN0132-35619,N0132,2025-12-22,Peds,Evening,12,2,10,0,0,False,False
SN0132-35319,N0132,2025-12-19,Medical,Night,8,3,5,0,0,False,False
SN0132-36419,N0132,2025-12-30,Surgery,Day,12,5,6,1,1,False,False
SN0132-36119,N0132,2025-12-27,ICU,Day,12,4,4,1,0,False,False
SN0132-36207,N0132,2025-12-28,Medical,Day,12,7,7,1,0,False,False
SN0132-36119,N0132,2025-12-27,ICU,Day,12,6,1,0,0,False,False
SN0132-36419,N0132,2025-12-30,Peds,Day,12,8,4,3,0,False,False
SN0132-36319,N0132,2025-12-29,Surgery,Night,8,2,5,1,1,False,False
SN0132-36507,N0132,2025-12-31,ED,Night,8,2,3,3,0,False,False
SN0132-00607,N0132,2026-01-06,Surgery,Day,12,5,5,2,1,False,False
SN0132-00519,N0132,2026-01-05,ICU,Day,8,7,7,2,2,False,False
SN0133-28719,N0133,2025-10-14,ICU,Night,12,6,7,1,1,False,False
SN0133-28119,N0133,2025-10-08,Surgery,Day,8,5,5,1,3,True,False
SN0133-28307,N0133,2025-10-10,Medical,Night,12,8,5,0,1,False,False
SN0133-29207,N0133,2025-10-19,ED,Night,8,8,10,0,0,False,False
SN0133-29307,N0133,2025-10-20,Medical,Evening,12,4,6,0,0,False,False
SN0133-29419,N0133,2025-10-21,Surgery,Day,12,3,2,0,2,False,False
SN0133-29107,N0133,2025-10-18,Peds,Day,10,8,3,3,0,False,False
SN0133-29107,N0133,2025-10-18,Medical,Night,12,3,5,1,0,False,False
SN0133-30107,N0133,2025-10-28,Medical,Day,12,7,5,0,0,False,False
SN0133-29807,N0133,2025-10-25,Medical,Day,12,6,8,2,0,True,False
SN0133-30007,N0133,2025-10-27,Peds,Night,12,6,9,1,0,False,False
SN0133-29819,N0133,2025-10-25,Peds,Evening,12,6,1,0,0,False,False
SN0133-30007,N0133,2025-10-27,Surgery,Night,12,5,3,2,0,False,True
SN0133-30707,N0133,2025-11-03,Peds,Night,10,8,10,1,1,False,False
SN0133-30507,N0133,2025-11-01,Surgery,Night,12,5,5,1,0,False,False
SN0133-30719,N0133,2025-11-03,Medical,Day,12,5,4,1,0,False,False
SN0133-30319,N0133,2025-10-30,ED,Day,8,2,1,2,1,False,False
SN0133-30319,N0133,2025-10-30,ED,Night,12,7,2,1,0,False,False
SN0133-31007,N0133,2025-11-06,Surgery,Day,8,4,6,2,2,True,False
SN0133-31019,N0133,2025-11-06,ED,Day,12,8,6,1,0,False,False
SN0133-31019,N0133,2025-11-06,Peds,Day,12,3,6,1,0,False,False
SN0133-32207,N0133,2025-11-18,Peds,Day,8,3,9,4,1,False,False
SN0133-31807,N0133,2025-11-14,ED,Night,12,5,8,2,0,False,False
SN0133-31719,N0133,2025-11-13,Peds,Day,12,7,3,1,0,False,False
SN0133-31919,N0133,2025-11-15,Surgery,Night,8,5,4,1,2,False,False
SN0133-32119,N0133,2025-11-17,ED,Day,12,6,8,0,0,False,False
SN0133-31907,N0133,2025-11-15,ICU,Night,12,5,5,3,1,False,False
SN0133-32319,N0133,2025-11-19,ICU,Day,12,8,2,2,1,False,False
SN0133-32419,N0133,2025-11-20,Medical,Day,12,8,1,1,0,False,False
SN0133-32919,N0133,2025-11-25,ED,Night,12,8,4,0,1,False,False
SN0133-33619,N0133,2025-12-02,Surgery,Day,12,4,5,1,0,False,False
SN0133-33407,N0133,2025-11-30,Medical,Night,8,5,9,0,1,False,False
SN0133-33507,N0133,2025-12-01,Medical,Night,12,7,4,0,2,False,False
SN0133-33607,N0133,2025-12-02,ED,Day,12,7,7,2,0,False,False
SN0133-34019,N0133,2025-12-06,Medical,Day,12,2,6,2,1,False,False
SN0133-34307,N0133,2025-12-09,ED,Day,12,3,1,1,0,False,False
SN0133-33807,N0133,2025-12-04,Surgery,Day,10,6,6,1,0,False,False
SN0133-34019,N0133,2025-12-06,Medical,Day,12,3,1,1,1,False,True
SN0133-33919,N0133,2025-12-05,ED,Night,8,4,8,3,0,False,False
SN0133-34619,N0133,2025-12-12,ICU,Night,8,5,3,1,0,True,False
SN0133-34519,N0133,2025-12-11,Medical,Day,12,2,4,0,3,False,False
SN0133-34719,N0133,2025-12-13,ED,Day,12,8,3,1,1,False,False
SN0133-34907,N0133,2025-12-15,ED,Day,12,8,4,0,2,False,False
SN0133-34507,N0133,2025-12-11,Surgery,Day,12,4,7,0,0,False,False
SN0133-34407,N0133,2025-12-10,ICU,Night,12,6,9,2,0,False,False
SN0133-35707,N0133,2025-12-23,ED,Evening,12,4,6,1,0,False,False
SN0133-35607,N0133,2025-12-22,Medical,Day,12,7,10,3,2,False,False
SN0133-35507,N0133,2025-12-21,Surgery,Day,8,6,10,3,1,False,False
SN0133-35207,N0133,2025-12-18,Medical,Evening,8,4,8,0,0,False,False
SN0133-35307,N0133,2025-12-19,Medical,Day,12,2,2,0,0,False,False
SN0133-35507,N0133,2025-12-21,Surgery,Night,8,7,1,1,1,False,False
SN0133-36107,N0133,2025-12-27,ED,Night,12,5,3,0,0,False,False
SN0133-36007,N0133,2025-12-26,Peds,Day,8,6,6,1,0,False,False
SN0133-36207,N0133,2025-12-28,Surgery,Day,12,4,6,1,1,False,False
SN0133-36119,N0133,2025-12-27,ICU,Day,12,5,1,1,3,False,False
SN0133-35819,N0133,2025-12-24,Surgery,Day,12,5,2,1,3,False,False
SN0133-36307,N0133,2025-12-29,Medical,Night,12,3,5,1,0,False,False
SN0133-00607,N0133,2026-01-06,Medical,Night,12,5,6,3,3,False,False
SN0133-00607,N0133,2026-01-06,Surgery,Day,12,4,10,1,0,False,False
SN0133-00307,N0133,2026-01-03,ED,Day,12,5,5,1,1,False,False
SN0134-28207,N0134,2025-10-09,ICU,Day,8,4,10,0,0,False,False
SN0134-28407,N0134,2025-10-11,ICU,Day,12,6,8,3,1,False,False
SN0134-28207,N0134,2025-10-09,ED,Night,8,8,9,2,2,False,False
SN0134-28419,N0134,2025-10-11,ICU,Night,12,6,4,0,1,False,False
SN0134-28319,N0134,2025-10-10,Peds,Night,8,2,4,1,3,False,False
SN0134-28619,N0134,2025-10-13,Peds,Night,12,8,6,1,1,False,False
SN0134-28907,N0134,2025-10-16,Surgery,Day,12,6,10,1,0,False,False
SN0134-29307,N0134,2025-10-20,Surgery,Day,12,7,5,0,0,False,False
SN0134-28919,N0134,2025-10-16,Medical,Day,12,8,9,0,0,False,False
SN0134-29719,N0134,2025-10-24,Surgery,Evening,12,6,5,1,2,False,False
SN0134-29919,N0134,2025-10-26,Medical,Evening,12,8,9,2,0,False,False
SN0134-29819,N0134,2025-10-25,ED,Day,12,3,1,1,0,True,False
SN0134-30807,N0134,2025-11-04,Surgery,Day,12,6,1,1,1,False,False
SN0134-30419,N0134,2025-10-31,Surgery,Day,10,3,10,1,0,False,False
SN0134-30819,N0134,2025-11-04,ICU,Night,12,8,5,1,0,False,False
SN0134-30519,N0134,2025-11-01,Surgery,Day,12,3,3,2,1,False,False
SN0134-30619,N0134,2025-11-02,Peds,Night,8,8,10,0,0,True,True
SN0134-31419,N0134,2025-11-10,Peds,Night,10,2,7,2,1,False,False
SN0134-31207,N0134,2025-11-08,ICU,Day,10,4,2,0,0,False,False
SN0134-31319,N0134,2025-11-09,ED,Night,12,2,3,2,1,False,False
SN0134-31107,N0134,2025-11-07,ED,Day,12,3,3,1,2,False,False
SN0134-31307,N0134,2025-11-09,Surgery,Day,12,2,2,3,0,False,False
SN0134-31207,N0134,2025-11-08,ICU,Night,12,3,2,3,1,False,False
SN0134-31807,N0134,2025-11-14,Peds,Day,12,7,6,3,0,False,True
SN0134-31719,N0134,2025-11-13,Surgery,Night,12,7,10,0,0,True,False
SN0134-31907,N0134,2025-11-15,Medical,Night,12,2,4,1,1,False,False
SN0134-31907,N0134,2025-11-15,ICU,Evening,8,7,3,1,0,False,False
SN0134-32219,N0134,2025-11-18,Medical,Night,8,4,5,0,1,False,False
SN0134-32219,N0134,2025-11-18,Surgery,Day,12,2,6,0,1,False,False
SN0134-32707,N0134,2025-11-23,ED,Evening,10,2,8,2,1,False,False
SN0134-32919,N0134,2025-11-25,Medical,Night,12,5,3,1,1,False,False
SN0134-32419,N0134,2025-11-20,ED,Night,12,7,1,2,0,False,False
SN0134-32919,N0134,2025-11-25,Peds,Day,8,3,6,1,0,False,False
SN0134-33407,N0134,2025-11-30,Medical,Day,8,8,1,1,0,False,False
SN0134-33207,N0134,2025-11-28,ED,Day,8,2,2,0,0,False,True
SN0134-33507,N0134,2025-12-01,ICU,Night,12,5,3,2,1,False,False
SN0134-33619,N0134,2025-12-02,ICU,Day,10,6,7,0,0,False,False
SN0134-33907,N0134,2025-12-05,Medical,Night,8,5,3,2,0,True,False
SN0134-33707,N0134,2025-12-03,ICU,Day,12,3,2,0,1,False,False
SN0134-33907,N0134,2025-12-05,ED,Day,10,6,9,0,0,False,False
SN0134-34819,N0134,2025-12-14,Surgery,Evening,12,5,6,2,1,False,False
SN0134-34707,N0134,2025-12-13,Surgery,Day,12,5,4,2,1,False,False
SN0134-34407,N0134,2025-12-10,Surgery,Evening,12,4,8,0,1,False,False
SN0134-34407,N0134,2025-12-10,Surgery,Day,12,4,10,0,2,True,False
SN0134-35707,N0134,2025-12-23,Surgery,Day,12,5,8,3,0,False,False
SN0134-35107,N0134,2025-12-17,Medical,Evening,12,7,1,1,1,True,False
SN0134-35319,N0134,2025-12-19,Medical,Night,12,6,4,0,1,False,False
SN0134-35707,N0134,2025-12-23,Medical,Evening,12,2,1,1,1,False,False
SN0134-35807,N0134,2025-12-24,Peds,Day,12,4,8,2,0,True,False
SN0134-36219,N0134,2025-12-28,Medical,Day,8,4,7,0,0,False,False
SN0134-36219,N0134,2025-12-28,Peds,Evening,12,5,3,0,0,False,False
SN0134-36319,N0134,2025-12-29,ICU,Night,10,2,8,0,1,False,False
SN0134-36119,N0134,2025-12-27,Peds,Night,12,6,5,1,1,False,False
SN0134-36119,N0134,2025-12-27,ICU,Day,12,8,3,0,0,False,False
SN0134-00207,N0134,2026-01-02,Peds,Night,12,4,1,2,0,False,False
SN0134-00419,N0134,2026-01-04,Surgery,Day,8,5,4,0,0,False,False
SN0134-00207,N0134,2026-01-02,Surgery,Night,12,2,2,1,0,False,False
SN0134-00607,N0134,2026-01-06,Surgery,Day,12,8,10,4,0,False,True
SN0134-00619,N0134,2026-01-06,ED,Day,12,6,1,1,0,False,False
SN0134-00107,N0134,2026-01-01,Medical,Day,12,7,10,3,1,False,False
SN0135-28507,N0135,2025-10-12,ED,Night,12,4,5,0,1,False,False
SN0135-28719,N0135,2025-10-14,Medical,Night,12,4,9,1,0,False,False
SN0135-28619,N0135,2025-10-13,ED,Night,12,5,9,0,0,False,False
SN0135-28619,N0135,2025-10-13,Surgery,Day,12,6,5,0,0,False,True
SN0135-28519,N0135,2025-10-12,ICU,Evening,12,3,6,3,0,False,False
SN0135-28719,N0135,2025-10-14,Peds,Night,12,7,4,1,1,False,False
SN0135-29419,N0135,2025-10-21,Medical,Day,12,5,1,0,2,False,False
SN0135-29107,N0135,2025-10-18,Surgery,Night,12,6,2,2,3,False,False
SN0135-28807,N0135,2025-10-15,Medical,Day,12,8,5,0,1,False,False
SN0135-29019,N0135,2025-10-17,ICU,Night,12,2,6,1,0,False,False
SN0135-30019,N0135,2025-10-27,Peds,Night,8,2,5,2,0,False,False
SN0135-29519,N0135,2025-10-22,Medical,Night,8,4,10,1,0,False,False
SN0135-30107,N0135,2025-10-28,Peds,Day,12,3,7,3,0,False,False
SN0135-30007,N0135,2025-10-27,Surgery,Night,12,4,9,1,0,False,False
SN0135-30707,N0135,2025-11-03,Peds,Day,12,2,8,3,1,False,False
SN0135-30807,N0135,2025-11-04,Medical,Night,12,7,4,2,1,False,False
SN0135-30719,N0135,2025-11-03,ED,Day,10,2,4,1,1,False,False
SN0135-30719,N0135,2025-11-03,ED,Day,12,7,8,1,0,False,False
SN0135-30907,N0135,2025-11-05,ICU,Night,10,7,8,0,0,False,False
SN0135-30907,N0135,2025-11-05,Peds,Evening,8,7,5,1,1,True,False
SN0135-31407,N0135,2025-11-10,Peds,Day,12,5,3,3,0,False,False
SN0135-31507,N0135,2025-11-11,Medical,Day,12,5,10,0,0,False,True
SN0135-31707,N0135,2025-11-13,Medical,Day,12,4,4,1,0,False,False
SN0135-31719,N0135,2025-11-13,Peds,Day,12,5,5,2,1,False,False
SN0135-32107,N0135,2025-11-17,Medical,Night,8,6,6,1,0,True,False
SN0135-31807,N0135,2025-11-14,Medical,Day,8,8,5,1,1,False,False
SN0135-32607,N0135,2025-11-22,Peds,Day,8,5,10,0,1,False,False
SN0135-32319,N0135,2025-11-19,Surgery,Day,12,6,10,1,0,False,False
SN0135-32719,N0135,2025-11-23,Peds,Night,8,2,2,1,1,False,False
SN0135-32507,N0135,2025-11-21,Medical,Day,12,2,7,0,3,False,False
SN0135-32319,N0135,2025-11-19,ED,Day,8,6,5,3,0,False,False
SN0135-32819,N0135,2025-11-24,Medical,Evening,12,2,6,2,2,False,False
SN0135-33019,N0135,2025-11-26,Surgery,Night,12,5,6,0,0,False,False
SN0135-33319,N0135,2025-11-29,ED,Evening,12,7,2,1,1,False,False
SN0135-33207,N0135,2025-11-28,Medical,Day,12,7,1,0,0,False,False
SN0135-33319,N0135,2025-11-29,ED,Day,10,4,1,3,0,False,False
SN0135-33419,N0135,2025-11-30,ICU,Day,12,3,7,0,0,False,False
SN0135-33319,N0135,2025-11-29,ICU,Day,8,6,10,0,0,False,False
SN0135-34119,N0135,2025-12-07,Medical,Night,8,5,8,3,3,False,False
SN0135-33707,N0135,2025-12-03,Peds,Night,12,6,1,0,0,False,False
SN0135-34107,N0135,2025-12-07,Medical,Night,12,6,5,1,0,False,False
SN0135-34207,N0135,2025-12-08,Peds,Day,8,4,10,0,1,False,False
SN0135-34419,N0135,2025-12-10,Peds,Night,10,6,7,3,0,False,False
SN0135-34919,N0135,2025-12-15,Peds,Day,12,7,9,2,0,False,False
SN0135-34907,N0135,2025-12-15,Surgery,Evening,10,3,9,1,0,False,False
SN0135-34807,N0135,2025-12-14,Peds,Evening,8,4,2,0,1,False,False
SN0135-35019,N0135,2025-12-16,Peds,Night,10,2,5,3,0,False,False
SN0135-35219,N0135,2025-12-18,ICU,Night,8,7,2,0,3,False,False
SN0135-35407,N0135,2025-12-20,Surgery,Day,12,8,10,1,0,False,False
SN0135-35319,N0135,2025-12-19,Peds,Day,8,2,4,4,0,False,False
SN0135-35607,N0135,2025-12-22,Medical,Night,8,6,8,1,0,False,False
SN0135-35819,N0135,2025-12-24,ICU,Day,12,5,10,4,0,True,False
SN0135-36219,N0135,2025-12-28,ICU,Night,8,6,2,1,1,False,False
SN0135-35907,N0135,2025-12-25,Medical,Evening,12,7,8,0,1,False,False
SN0135-35919,N0135,2025-12-25,ED,Night,12,6,4,0,1,False,False
SN0135-35907,N0135,2025-12-25,Medical,Night,12,8,5,1,0,False,False
SN0135-36307,N0135,2025-12-29,ED,Day,12,5,5,1,1,False,False
SN0135-00519,N0135,2026-01-05,Medical,Day,12,7,4,0,0,True,False
SN0135-00507,N0135,2026-01-05,ED,Night,12,5,1,1,0,False,False
SN0135-00619,N0135,2026-01-06,Peds,Day,12,7,8,0,0,False,False
SN0135-00607,N0135,2026-01-06,Surgery,Night,8,3,6,0,2,False,False
SN0135-00407,N0135,2026-01-04,Surgery,Day,12,4,5,2,1,False,False
SN0135-00419,N0135,2026-01-04,Medical,Night,12,8,9,1,0,False,False
SN0136-28419,N0136,2025-10-11,Surgery,Night,12,3,9,1,0,True,False
SN0136-28319,N0136,2025-10-10,Surgery,Evening,10,2,2,1,0,False,False
SN0136-28519,N0136,2025-10-12,Surgery,Day,8,3,6,0,2,False,False
SN0136-28319,N0136,2025-10-10,ICU,Night,8,4,8,3,0,True,False
SN0136-28207,N0136,2025-10-09,Surgery,Day,8,5,3,1,0,False,False
SN0136-28919,N0136,2025-10-16,Medical,Evening,12,5,6,3,0,False,False
SN0136-29019,N0136,2025-10-17,Peds,Night,12,3,2,0,1,False,False
SN0136-29219,N0136,2025-10-19,ICU,Night,12,4,4,0,2,False,False
SN0136-28919,N0136,2025-10-16,ED,Night,8,3,10,1,1,False,True
SN0136-28907,N0136,2025-10-16,Surgery,Day,12,7,9,2,2,False,False
SN0136-29407,N0136,2025-10-21,Peds,Day,12,4,6,2,1,False,False
SN0136-30119,N0136,2025-10-28,Medical,Evening,12,8,8,1,0,False,False
SN0136-30107,N0136,2025-10-28,Peds,Night,12,7,5,1,0,False,False
SN0136-29507,N0136,2025-10-22,Medical,Night,8,3,10,1,0,False,False
SN0136-29919,N0136,2025-10-26,Medical,Day,12,4,2,1,2,False,False
SN0136-29819,N0136,2025-10-25,ED,Day,8,2,5,2,0,False,False
SN0136-29919,N0136,2025-10-26,Peds,Night,8,2,4,0,0,False,False
SN0136-30519,N0136,2025-11-01,ICU,Day,12,5,10,0,0,False,False
SN0136-30307,N0136,2025-10-30,ED,Night,12,8,8,0,1,False,False
SN0136-30507,N0136,2025-11-01,Peds,Day,12,8,4,2,0,False,False
SN0136-30907,N0136,2025-11-05,ICU,Night,12,5,3,0,0,False,False
SN0136-31007,N0136,2025-11-06,ICU,Night,12,6,2,1,2,False,False
SN0136-31519,N0136,2025-11-11,Surgery,Day,10,4,9,1,2,False,False
SN0136-31207,N0136,2025-11-08,Medical,Day,10,4,1,0,2,False,False
SN0136-31519,N0136,2025-11-11,ICU,Night,12,6,1,2,0,False,False
SN0136-31607,N0136,2025-11-12,Medical,Day,8,5,10,2,0,False,False
SN0136-32019,N0136,2025-11-16,ED,Night,10,5,4,4,1,False,False
SN0136-31607,N0136,2025-11-12,ICU,Day,12,3,2,0,0,False,False
SN0136-32107,N0136,2025-11-17,Surgery,Day,12,7,10,0,1,False,False
SN0136-32219,N0136,2025-11-18,ED,Day,12,8,9,5,0,False,True
SN0136-32807,N0136,2025-11-24,Surgery,Day,12,4,9,2,0,False,False
SN0136-32807,N0136,2025-11-24,Medical,Night,12,4,9,0,2,False,False
SN0136-32607,N0136,2025-11-22,Peds,Night,10,6,2,1,1,False,False
SN0136-32607,N0136,2025-11-22,Surgery,Evening,12,6,2,2,1,False,False
SN0136-33307,N0136,2025-11-29,ICU,Day,12,3,3,2,2,False,False
SN0136-33519,N0136,2025-12-01,Peds,Day,12,8,1,2,0,False,False
SN0136-33119,N0136,2025-11-27,ED,Night,12,8,10,0,0,False,False
SN0136-33219,N0136,2025-11-28,ICU,Evening,12,2,1,2,1,False,False
